4.599186593318236455e-02 -5.489748382557155248e-03 -1.025067223674547973e-02 2.008771372660321346e-03 -3.264885584798298684e-03 -3.421826178114526374e-03 -3.717340183854577363e-03 -7.694897715679858280e-03 5.260905282822457910e-03 1.360795754823171779e-03 1.970785895702775910e-03 6.708452591621081283e-03 -5.107684668720824731e-03 4.402554308030673380e-03 -3.349876485319210062e-03
-5.489748382557151779e-03 5.478640427684031838e-02 -4.786202916836845844e-03 -7.930397407501267593e-03 -5.945107515129138820e-04 4.858466255616656834e-03 -1.166781987167020418e-02 3.169780190169035113e-03 6.761345004654851359e-03 -3.759976153266847507e-03 5.571796842520161663e-03 -7.109829151056689528e-03 -4.477773540640284274e-03 -1.125069468847467169e-02 7.465228985669282273e-03
-1.025067223674547973e-02 -4.786202916836844110e-03 4.432470440367452386e-02 -1.057282072380164462e-03 -9.885693540838513815e-03 -4.832120597294346440e-03 -4.576186966267274843e-03 2.510721148395567582e-03 -1.012691191357118110e-02 1.153595152487263929e-02 5.773054728678472282e-03 5.286558230422045389e-03 -5.543879869413773434e-03 4.477221036185476469e-03 -6.204169580739179665e-03
2.008771372660321346e-03 -7.930397407501267593e-03 -1.057282072380163595e-03 2.986134208773106452e-02 -7.803477134405363211e-03 -1.146694412075602125e-03 9.925736654597632283e-03 -7.664415942207050605e-04 -5.759395740232038478e-03 -2.724823357327021620e-04 3.885350572544307192e-03 2.236228148869309719e-04 6.609741178005570927e-03 -3.292722856107428969e-03 -5.873218251875897238e-03
-3.264885584798298684e-03 -5.945107515129156167e-04 -9.885693540838513815e-03 -7.803477134405362343e-03 5.384034078413019869e-02 -7.446654755103316280e-03 -2.521653423217015254e-03 4.499568241334517271e-03 9.591034277125176991e-03 8.612746932654222632e-05 3.386296829505542824e-03 -2.600737873367083182e-03 6.211480573305710323e-04 -6.603857049454523245e-03 -9.241221870695395108e-03
-3.421826178114526374e-03 4.858466255616656834e-03 -4.832120597294347307e-03 -1.146694412075601474e-03 -7.446654755103318014e-03 4.374655913386510386e-02 8.962713024625965086e-03 -1.109965204276161348e-02 -6.620240117921668416e-04 -1.259153003770805768e-03 -6.899982952117269391e-03 1.973235473244287774e-03 -2.445676747004324209e-03 -6.454778807421815597e-03 3.330357760641276463e-03
-3.717340183854579965e-03 -1.166781987167020591e-02 -4.576186966267273108e-03 9.925736654597632283e-03 -2.521653423217015254e-03 8.962713024625965086e-03 3.664582756831381849e-02 -9.470328827284008738e-03 -6.213741694945104990e-03 7.118775954484293615e-03 -6.741237990418526456e-04 -6.003374957986354864e-03 5.718636997353188783e-03 -5.191095254772076653e-04 -8.466566781233204886e-03
-7.694897715679857413e-03 3.169780190169034680e-03 2.510721148395565847e-03 -7.664415942207059278e-04 4.499568241334514669e-03 -1.109965204276161695e-02 -9.470328827284015677e-03 5.773426706808799935e-02 5.521731225009532049e-03 -1.700804880540516401e-02 6.749693090695893689e-03 -6.348460110898000198e-03 -7.879244727681923924e-03 -5.321753837620446341e-03 1.112678328905760371e-02
5.260905282822457910e-03 6.761345004654850492e-03 -1.012691191357118110e-02 -5.759395740232040213e-03 9.591034277125176991e-03 -6.620240117921668416e-04 -6.213741694945105858e-03 5.521731225009532049e-03 4.610670018969680733e-02 -1.042701081287956619e-02 -9.861561285861987318e-04 -8.896020395949732346e-03 -3.762752871990248521e-03 3.370445313891309337e-04 -3.173552163182467162e-03
1.360795754823174381e-03 -3.759976153266847507e-03 1.153595152487263929e-02 -2.724823357326984757e-04 8.612746932654060002e-05 -1.259153003770806202e-03 7.118775954484293615e-03 -1.700804880540517094e-02 -1.042701081287956792e-02 5.909125052583998061e-02 2.192545816395299191e-03 -2.057672237277736928e-03 -4.801518314458135157e-03 -1.406532602666267159e-02 -5.619012077114913031e-03
